Timestamp,GasPrice(Gwei),MinutesElapsed
2025-03-03 20:03:25.617973+00:00,8.005550599,2.142838383
2025-03-03 20:03:27.140026+00:00,8.005550599,2.168205933
2025-03-03 20:03:28.699233+00:00,8.005550599,2.194192717
2025-03-03 20:03:30.299906+00:00,8.005550599,2.2208706
2025-03-03 20:03:31.879546+00:00,8.005550599,2.247197933
2025-03-03 20:03:33.595611+00:00,8.005550599,2.275799017
2025-03-03 20:03:35.336015+00:00,9.001960064,2.30480575
2025-03-03 20:03:36.913142+00:00,9.001960064,2.3310912
2025-03-03 20:03:38.555083+00:00,9.001960064,2.358456883
2025-03-03 20:03:40.209944+00:00,9.001960064,2.3860379
2025-03-03 20:03:41.687928+00:00,9.001960064,2.410670967
2025-03-03 20:03:43.213003+00:00,9.001960064,2.436088883
2025-03-03 20:03:44.685551+00:00,9.001960064,2.46063135
2025-03-03 20:03:46.254665+00:00,8.138731801,2.48678325
2025-03-03 20:03:48.129432+00:00,8.138731801,2.518029367
2025-03-03 20:03:49.879724+00:00,8.138731801,2.5472009
2025-03-03 20:03:51.459889+00:00,8.138731801,2.573536983
2025-03-03 20:03:53.068683+00:00,8.138731801,2.600350217
2025-03-03 20:03:54.671527+00:00,8.138731801,2.627064283
2025-03-03 20:03:56.268978+00:00,8.731599815,2.653688467
2025-03-03 20:03:57.780602+00:00,8.731599815,2.6788822
2025-03-03 20:03:59.336617+00:00,8.731599815,2.704815783
2025-03-03 20:04:00.988721+00:00,8.731599815,2.73235085
2025-03-03 20:04:02.675653+00:00,8.731599815,2.760466383
2025-03-03 20:04:04.615016+00:00,8.731599815,2.7927891
2025-03-03 20:04:06.266213+00:00,8.731599815,2.82030905
2025-03-03 20:04:07.865814+00:00,8.731599815,2.846969067
2025-03-03 20:04:09.463588+00:00,8.731599815,2.873598633
2025-03-03 20:04:11.137078+00:00,8.731599815,2.901490133
2025-03-03 20:04:12.658444+00:00,8.731599815,2.926846233
2025-03-03 20:04:14.275864+00:00,8.731599815,2.953803233
2025-03-03 20:04:15.869872+00:00,7.640149839,2.980370033
2025-03-03 20:04:17.459050+00:00,7.640149839,3.006856333
2025-03-03 20:04:19.081545+00:00,7.640149839,3.033897917
2025-03-03 20:04:20.648434+00:00,7.640149839,3.060012733
2025-03-03 20:04:22.143968+00:00,7.640149839,3.0849383
2025-03-03 20:04:23.779948+00:00,7.640149839,3.112204633
2025-03-03 20:04:25.340216+00:00,7.640149839,3.1382091
2025-03-03 20:04:26.892144+00:00,7.640149839,3.164074567
2025-03-03 20:04:28.499368+00:00,7.640149839,3.190861633
2025-03-03 20:04:30.091266+00:00,7.640149839,3.217393267
2025-03-03 20:04:31.668889+00:00,7.640149839,3.243686983
2025-03-03 20:04:33.281221+00:00,7.640149839,3.270559183
2025-03-03 20:04:35.027399+00:00,7.640149839,3.29966215
2025-03-03 20:04:36.662419+00:00,6.953973543,3.326912483
2025-03-03 20:04:38.198056+00:00,6.953973543,3.352506433
2025-03-03 20:04:39.790512+00:00,6.953973543,3.379047367
2025-03-03 20:04:41.316611+00:00,6.953973543,3.40448235
2025-03-03 20:04:42.914305+00:00,6.953973543,3.431110583
2025-03-03 20:04:44.475408+00:00,6.953973543,3.457128967
2025-03-03 20:04:46.059680+00:00,6.665504708,3.4835335
2025-03-03 20:04:47.937982+00:00,6.665504708,3.514838533
2025-03-03 20:04:49.630221+00:00,6.665504708,3.543042517
2025-03-03 20:04:51.171013+00:00,6.665504708,3.568722383
2025-03-03 20:04:52.736713+00:00,6.665504708,3.594817383
2025-03-03 20:04:54.289426+00:00,6.665504708,3.620695933
2025-03-03 20:04:55.898513+00:00,6.665504708,3.64751405
2025-03-03 20:04:57.476396+00:00,7.497772938,3.6738121
2025-03-03 20:04:59.077715+00:00,7.497772938,3.70050075
2025-03-03 20:05:00.640279+00:00,7.497772938,3.726543483
2025-03-03 20:05:02.171109+00:00,7.497772938,3.752057317
2025-03-03 20:05:06.742521+00:00,6.882576987,3.828247517
2025-03-03 20:05:08.353825+00:00,6.882576987,3.855102583
2025-03-03 20:05:09.954870+00:00,6.882576987,3.881786667
2025-03-03 20:05:11.491342+00:00,6.882576987,3.907394533
2025-03-03 20:05:13.151771+00:00,6.882576987,3.93506835
2025-03-03 20:05:14.659119+00:00,6.882576987,3.960190817
2025-03-03 20:05:16.218237+00:00,6.882576987,3.986176117
2025-03-03 20:05:17.953713+00:00,7.742837393,4.015100717
2025-03-03 20:05:19.839895+00:00,7.742837393,4.046537083
2025-03-03 20:05:21.388100+00:00,7.742837393,4.0723405
2025-03-03 20:05:22.973984+00:00,7.742837393,4.0987719
2025-03-03 20:05:24.573521+00:00,7.742837393,4.12543085
2025-03-03 20:05:26.180174+00:00,7.742837393,4.1522084
2025-03-03 20:05:27.761799+00:00,8.169627721,4.178568817
2025-03-03 20:05:29.421455+00:00,8.169627721,4.20622975
2025-03-03 20:05:31.071501+00:00,8.169627721,4.233730517
2025-03-03 20:05:32.933799+00:00,8.169627721,4.264768817
2025-03-03 20:05:34.871853+00:00,8.169627721,4.297069717
2025-03-03 20:05:36.490752+00:00,8.169627721,4.324051367
2025-03-03 20:05:37.992442+00:00,8.169627721,4.349079533
2025-03-03 20:05:40.731514+00:00,8.169627721,4.394730733
2025-03-03 20:05:42.290018+00:00,8.169627721,4.4207058
2025-03-03 20:05:43.794231+00:00,8.169627721,4.445776017
2025-03-03 20:05:45.324039+00:00,8.169627721,4.471272817
2025-03-03 20:05:46.940680+00:00,8.819080956,4.498216833
2025-03-03 20:05:48.516215+00:00,8.819080956,4.52447575
2025-03-03 20:05:50.314282+00:00,8.819080956,4.554443533
2025-03-03 20:05:51.830812+00:00,8.819080956,4.579719033
2025-03-03 20:05:53.367884+00:00,8.819080956,4.6053369
2025-03-03 20:05:54.878037+00:00,8.819080956,4.630506117
2025-03-03 20:05:56.498723+00:00,8.819080956,4.65751755
2025-03-03 20:05:58.083193+00:00,9.921268003,4.683925383
2025-03-03 20:05:59.621691+00:00,9.921268003,4.709567017
2025-03-03 20:06:01.181027+00:00,9.921268003,4.73555595
2025-03-03 20:06:02.983448+00:00,9.921268003,4.7655963
2025-03-03 20:06:04.850459+00:00,9.921268003,4.79671315
2025-03-03 20:06:06.458775+00:00,9.921268003,4.823518417
2025-03-03 20:06:08.146286+00:00,10.12921847,4.8516436
2025-03-03 20:06:09.798668+00:00,10.12921847,4.8791833
2025-03-03 20:06:11.343435+00:00,10.12921847,4.904929417
2025-03-03 20:06:12.999729+00:00,10.12921847,4.932534317
2025-03-03 20:06:14.581374+00:00,10.12921847,4.958895067
2025-03-03 20:06:16.138435+00:00,10.12921847,4.984846083
2025-03-03 20:06:18.161212+00:00,10.76979566,5.018559033
2025-03-03 20:06:19.891580+00:00,10.76979566,5.0473985
2025-03-03 20:06:21.594522+00:00,10.76979566,5.075780867
2025-03-03 20:06:23.257642+00:00,10.76979566,5.103499533
2025-03-03 20:06:24.845619+00:00,10.76979566,5.129965817
2025-03-03 20:06:26.425602+00:00,10.76979566,5.156298867
2025-03-03 20:06:28.018619+00:00,10.00649672,5.18284915
2025-03-03 20:06:29.689654+00:00,10.00649672,5.210699733
2025-03-03 20:06:31.236260+00:00,10.00649672,5.2364765
2025-03-03 20:06:33.941935+00:00,10.00649672,5.281571083
2025-03-03 20:06:35.750588+00:00,10.00649672,5.3117153
2025-03-03 20:06:37.308571+00:00,10.00649672,5.337681683
2025-03-03 20:06:38.838738+00:00,10.00649672,5.363184467
2025-03-03 20:06:40.445519+00:00,10.00649672,5.38996415
2025-03-03 20:06:41.974664+00:00,10.00649672,5.4154499
2025-03-03 20:06:43.630272+00:00,10.00649672,5.443043367
2025-03-03 20:06:45.287644+00:00,10.00649672,5.470666233
2025-03-03 20:06:46.975659+00:00,10.00649672,5.498799817
2025-03-03 20:06:48.910590+00:00,10.53468951,5.531048667
2025-03-03 20:06:51.253667+00:00,10.53468951,5.57009995
2025-03-03 20:06:52.880071+00:00,10.53468951,5.597206683
2025-03-03 20:06:54.454871+00:00,10.53468951,5.62345335
2025-03-03 20:06:56.022444+00:00,10.53468951,5.649579567
2025-03-03 20:06:57.579071+00:00,10.06895915,5.67552335
2025-03-03 20:06:59.198089+00:00,10.06895915,5.702506983
2025-03-03 20:07:00.902158+00:00,10.06895915,5.730908133
2025-03-03 20:07:02.489161+00:00,10.06895915,5.757358183
2025-03-03 20:07:04.734381+00:00,10.06895915,5.794778517
2025-03-03 20:07:07.257722+00:00,10.06895915,5.8368342
2025-03-03 20:07:08.760763+00:00,9.314211719,5.861884883
2025-03-03 20:07:10.358682+00:00,9.314211719,5.888516867
2025-03-03 20:07:11.947614+00:00,9.314211719,5.914999067
2025-03-03 20:07:14.063010+00:00,9.314211719,5.950255667
2025-03-03 20:07:15.530849+00:00,9.314211719,5.97471965
2025-03-03 20:07:17.020525+00:00,9.314211719,5.999547583
2025-03-03 20:07:18.881565+00:00,8.800699053,6.030564917
2025-03-03 20:07:20.576983+00:00,8.800699053,6.058821883
2025-03-03 20:07:22.146875+00:00,8.800699053,6.08498675
2025-03-03 20:07:23.645315+00:00,8.800699053,6.10996075
2025-03-03 20:07:25.190806+00:00,8.800699053,6.135718933
2025-03-03 20:07:26.702725+00:00,8.800699053,6.160917583
2025-03-03 20:07:28.258333+00:00,9.600838401,6.186844383
2025-03-03 20:07:29.828659+00:00,9.600838401,6.213016483
2025-03-03 20:07:31.378825+00:00,9.600838401,6.238852583
2025-03-03 20:07:33.418997+00:00,9.600838401,6.27285545
2025-03-03 20:07:35.270535+00:00,9.600838401,6.303714417
2025-03-03 20:07:37.867544+00:00,9.600838401,6.3469979
2025-03-03 20:07:39.446913+00:00,9.600838401,6.373320717
2025-03-03 20:07:40.983900+00:00,9.600838401,6.398937167
2025-03-03 20:07:42.490272+00:00,9.600838401,6.424043367
2025-03-03 20:07:44.043124+00:00,9.600838401,6.449924233
2025-03-03 20:07:45.641851+00:00,9.600838401,6.476569683
2025-03-03 20:07:47.453203+00:00,9.600838401,6.506758883
2025-03-03 20:07:49.339910+00:00,8.496000302,6.538204
2025-03-03 20:07:50.900331+00:00,8.496000302,6.564211017
2025-03-03 20:07:52.452866+00:00,8.496000302,6.5900866
2025-03-03 20:07:54.043318+00:00,8.496000302,6.616594133
2025-03-03 20:07:55.639501+00:00,8.496000302,6.643197183
2025-03-03 20:07:57.139782+00:00,8.496000302,6.668201867
2025-03-03 20:07:58.637189+00:00,9.37352314,6.69315865
2025-03-03 20:08:00.184609+00:00,9.37352314,6.718948983
2025-03-03 20:08:01.738360+00:00,9.37352314,6.744844833
2025-03-03 20:08:03.579266+00:00,9.37352314,6.7755266
2025-03-03 20:08:05.223239+00:00,9.37352314,6.80292615
2025-03-03 20:08:06.846804+00:00,9.37352314,6.829985567
2025-03-03 20:08:08.478632+00:00,9.366871389,6.8571827
2025-03-03 20:08:10.038781+00:00,9.366871389,6.883185183
2025-03-03 20:08:11.675885+00:00,9.366871389,6.91047025
2025-03-03 20:08:13.242633+00:00,9.366871389,6.936582717
2025-03-03 20:08:14.836051+00:00,9.366871389,6.963139683
2025-03-03 20:08:16.341875+00:00,9.366871389,6.98823675
2025-03-03 20:08:17.996876+00:00,9.366871389,7.0158201
2025-03-03 20:08:19.818938+00:00,9.366871389,7.0461878
2025-03-03 20:08:21.477829+00:00,9.366871389,7.073835983
2025-03-03 20:08:23.091425+00:00,9.366871389,7.10072925
2025-03-03 20:08:24.623486+00:00,9.366871389,7.1262636
2025-03-03 20:08:26.207996+00:00,9.366871389,7.1526721
2025-03-03 20:08:27.750103+00:00,9.366871389,7.178373883
2025-03-03 20:08:29.307677+00:00,9.366871389,7.20433345
2025-03-03 20:08:30.972489+00:00,9.366871389,7.232080317
2025-03-03 20:08:32.589963+00:00,9.366871389,7.259038217
2025-03-03 20:08:34.477696+00:00,9.366871389,7.290500433
2025-03-03 20:08:36.046787+00:00,9.366871389,7.31665195
2025-03-03 20:08:37.562874+00:00,10.34267377,7.341920067
2025-03-03 20:08:39.041695+00:00,10.34267377,7.366567083
2025-03-03 20:08:40.708526+00:00,10.34267377,7.3943476
2025-03-03 20:08:42.347827+00:00,10.34267377,7.421669283
2025-03-03 20:08:44.033462+00:00,10.34267377,7.4497632
2025-03-03 20:08:45.541058+00:00,10.34267377,7.4748898
2025-03-03 20:08:47.235919+00:00,9.551560854,7.503137483
2025-03-03 20:08:48.866272+00:00,9.551560854,7.530310033
2025-03-03 20:08:50.418619+00:00,9.551560854,7.556182483
2025-03-03 20:08:52.060025+00:00,9.551560854,7.58353925
2025-03-03 20:08:53.568585+00:00,9.551560854,7.608681917
2025-03-03 20:08:55.152025+00:00,9.551560854,7.635072583
2025-03-03 20:08:56.740257+00:00,9.551560854,7.661543117
2025-03-03 20:08:58.280350+00:00,8.53048886,7.687211333
2025-03-03 20:08:59.877187+00:00,8.53048886,7.713825283
2025-03-03 20:09:01.458536+00:00,8.53048886,7.7401811
2025-03-03 20:09:03.454113+00:00,8.53048886,7.773440717
2025-03-03 20:09:05.912813+00:00,8.53048886,7.81441905
2025-03-03 20:09:07.505557+00:00,9.595774069,7.840964783
2025-03-03 20:09:09.030815+00:00,9.595774069,7.86638575
2025-03-03 20:09:10.620336+00:00,9.595774069,7.892877767
2025-03-03 20:09:12.245471+00:00,9.595774069,7.91996335
2025-03-03 20:09:13.840875+00:00,9.595774069,7.946553417
2025-03-03 20:09:16.381348+00:00,9.595774069,7.988894633
2025-03-03 20:09:18.241356+00:00,9.425227328,8.019894767
2025-03-03 20:09:19.985867+00:00,9.425227328,8.04896995
2025-03-03 20:09:21.716775+00:00,9.425227328,8.077818417
2025-03-03 20:09:23.414412+00:00,9.425227328,8.106112367
2025-03-03 20:09:24.991551+00:00,9.425227328,8.132398017
2025-03-03 20:09:26.507170+00:00,9.425227328,8.157658333
2025-03-03 20:09:28.013533+00:00,10.00296176,8.182764383
2025-03-03 20:09:29.588515+00:00,10.00296176,8.209014083
2025-03-03 20:09:31.260105+00:00,10.00296176,8.236873917
2025-03-03 20:09:33.128496+00:00,10.00296176,8.268013767
2025-03-03 20:09:34.917389+00:00,10.00296176,8.29782865
2025-03-03 20:09:36.454331+00:00,10.00296176,8.32344435
2025-03-03 20:09:38.052084+00:00,10.00296176,8.350073567
2025-03-03 20:09:39.554957+00:00,10.00296176,8.37512145
2025-03-03 20:09:41.199429+00:00,10.00296176,8.402529317
2025-03-03 20:09:42.781448+00:00,10.00296176,8.4288963
2025-03-03 20:09:44.354607+00:00,10.00296176,8.455115617
2025-03-03 20:09:46.043205+00:00,10.00296176,8.483258917
2025-03-03 20:09:47.617237+00:00,9.551205905,8.509492783
2025-03-03 20:09:49.481508+00:00,9.551205905,8.540563967
2025-03-03 20:09:51.082018+00:00,9.551205905,8.567239133
2025-03-03 20:09:52.669953+00:00,9.551205905,8.593704717
2025-03-03 20:09:54.301459+00:00,9.551205905,8.620896483
2025-03-03 20:09:55.873394+00:00,9.551205905,8.6470954
2025-03-03 20:09:57.423819+00:00,9.551205905,8.672935817
2025-03-03 20:09:58.989544+00:00,8.717517734,8.699031233
2025-03-03 20:10:00.583075+00:00,8.717517734,8.725590083
2025-03-03 20:10:02.510342+00:00,8.717517734,8.7577112
2025-03-03 20:10:04.441554+00:00,8.717517734,8.789898067
2025-03-03 20:10:06.150585+00:00,8.717517734,8.818381917
2025-03-03 20:10:07.742010+00:00,9.406638151,8.844905667
2025-03-03 20:10:09.342668+00:00,9.406638151,8.8715833
2025-03-03 20:10:10.942330+00:00,9.406638151,8.898244333
2025-03-03 20:10:12.502118+00:00,9.406638151,8.9242408
2025-03-03 20:10:14.142417+00:00,9.406638151,8.951579117
2025-03-03 20:10:15.753722+00:00,9.406638151,8.9784342
2025-03-03 20:10:17.349143+00:00,9.406638151,9.00502455
2025-03-03 20:10:21.996627+00:00,8.945946609,9.082482617
2025-03-03 20:10:23.581101+00:00,8.945946609,9.108890517
2025-03-03 20:10:25.101627+00:00,8.945946609,9.134232617
2025-03-03 20:10:26.796240+00:00,8.945946609,9.162476167
2025-03-03 20:10:28.398836+00:00,8.903275227,9.1891861
2025-03-03 20:10:29.950824+00:00,8.903275227,9.215052567
2025-03-03 20:10:31.659853+00:00,8.903275227,9.243536383
2025-03-03 20:10:33.439676+00:00,8.903275227,9.2732001
2025-03-03 20:10:35.164296+00:00,8.903275227,9.301943767
2025-03-03 20:10:36.801276+00:00,8.903275227,9.329226767
2025-03-03 20:10:38.373656+00:00,8.903275227,9.3554331
2025-03-03 20:10:39.979361+00:00,8.903275227,9.38219485
2025-03-03 20:10:41.664176+00:00,8.903275227,9.4102751
2025-03-03 20:10:43.273449+00:00,8.903275227,9.437096317
2025-03-03 20:10:44.876465+00:00,8.903275227,9.46381325
2025-03-03 20:10:46.575811+00:00,8.903275227,9.492135683
2025-03-03 20:10:48.263718+00:00,8.381967889,9.520267467
2025-03-03 20:10:49.940486+00:00,8.381967889,9.5482136
2025-03-03 20:10:51.434121+00:00,8.381967889,9.573107517
2025-03-03 20:10:53.023379+00:00,8.381967889,9.59959515
2025-03-03 20:10:54.621437+00:00,8.381967889,9.62622945
2025-03-03 20:10:56.209057+00:00,8.381967889,9.652689783
2025-03-03 20:10:57.720865+00:00,8.381967889,9.677886583
2025-03-03 20:10:59.398720+00:00,7.821148178,9.705850833
2025-03-03 20:11:01.022402+00:00,7.821148178,9.7329122
2025-03-03 20:11:02.709908+00:00,7.821148178,9.7610373
2025-03-03 20:11:04.470538+00:00,7.821148178,9.790381133
2025-03-03 20:11:06.075358+00:00,7.821148178,9.817128133
2025-03-03 20:11:07.673638+00:00,7.821148178,9.843766133
2025-03-03 20:11:09.221697+00:00,6.984979682,9.869567117
2025-03-03 20:11:10.823749+00:00,6.984979682,9.896267983
2025-03-03 20:11:12.432399+00:00,6.984979682,9.923078817
2025-03-03 20:11:13.997765+00:00,6.984979682,9.94916825
2025-03-03 20:11:15.587261+00:00,6.984979682,9.97565985
2025-03-03 20:11:17.338366+00:00,6.984979682,10.00484493
2025-03-03 20:11:19.001945+00:00,7.777922449,10.03257125
2025-03-03 20:11:20.942361+00:00,7.777922449,10.06491152
2025-03-03 20:11:22.513896+00:00,7.777922449,10.09110377
2025-03-03 20:11:24.074121+00:00,7.777922449,10.11710752
2025-03-03 20:11:25.639363+00:00,7.777922449,10.14319488
2025-03-03 20:11:27.229708+00:00,7.777922449,10.16970063
2025-03-03 20:11:28.822446+00:00,8.538304772,10.19624627
2025-03-03 20:11:30.449716+00:00,8.538304772,10.22336743
2025-03-03 20:11:32.074463+00:00,8.538304772,10.25044655
2025-03-03 20:11:33.754791+00:00,8.538304772,10.27845202
2025-03-03 20:11:35.585331+00:00,8.538304772,10.30896102
2025-03-03 20:11:37.141002+00:00,8.538304772,10.33488887
2025-03-03 20:11:38.742049+00:00,8.479574465,10.36157298
2025-03-03 20:11:40.273487+00:00,8.479574465,10.38709695
2025-03-03 20:11:41.867723+00:00,8.479574465,10.41366755
2025-03-03 20:11:43.484051+00:00,8.479574465,10.44060635
2025-03-03 20:11:45.070357+00:00,8.479574465,10.46704478
2025-03-03 20:11:46.663525+00:00,8.479574465,10.49359758
2025-03-03 20:11:48.486767+00:00,8.479574465,10.52398495
2025-03-03 20:11:50.034306+00:00,8.479574465,10.54977727
2025-03-03 20:11:51.641840+00:00,8.479574465,10.5765695
2025-03-03 20:11:53.232909+00:00,8.479574465,10.60308732
2025-03-03 20:11:54.780190+00:00,8.479574465,10.62887533
2025-03-03 20:11:56.323258+00:00,8.479574465,10.65459313
2025-03-03 20:11:57.966422+00:00,8.479574465,10.6819792
2025-03-03 20:11:59.645161+00:00,8.249060413,10.70995818
2025-03-03 20:12:01.233836+00:00,8.249060413,10.7364361
2025-03-03 20:12:02.842558+00:00,8.249060413,10.76324813
2025-03-03 20:12:04.780121+00:00,8.249060413,10.79554085
2025-03-03 20:12:06.502968+00:00,8.249060413,10.82425497
2025-03-03 20:12:08.128051+00:00,8.249060413,10.85133968
2025-03-03 20:12:09.751460+00:00,7.865152464,10.8783965
2025-03-03 20:12:11.311996+00:00,7.865152464,10.90440543
2025-03-03 20:12:12.906530+00:00,7.865152464,10.930981
2025-03-03 20:12:14.519070+00:00,7.865152464,10.95785667
2025-03-03 20:12:16.070349+00:00,7.865152464,10.98371132
2025-03-03 20:12:17.628695+00:00,7.865152464,11.00968375
2025-03-03 20:12:19.536069+00:00,7.74818228,11.04147332
2025-03-03 20:12:21.243860+00:00,7.74818228,11.0699365
2025-03-03 20:12:22.791789+00:00,7.74818228,11.09573532
2025-03-03 20:12:24.340933+00:00,7.74818228,11.12155438
2025-03-03 20:12:25.939520+00:00,7.74818228,11.1481975
2025-03-03 20:12:27.421642+00:00,7.74818228,11.17289953
2025-03-03 20:12:29.019301+00:00,7.74818228,11.19952718
2025-03-03 20:12:30.575203+00:00,7.039228399,11.22545888
2025-03-03 20:12:32.829213+00:00,7.039228399,11.26302572
2025-03-03 20:12:34.511004+00:00,7.039228399,11.29105557
2025-03-03 20:12:36.100212+00:00,7.039228399,11.31754237
2025-03-03 20:12:37.675453+00:00,7.039228399,11.34379638
2025-03-03 20:12:39.245528+00:00,7.346944228,11.3699643
2025-03-03 20:12:40.946051+00:00,7.346944228,11.39830635
2025-03-03 20:12:42.500544+00:00,7.346944228,11.42421457
2025-03-03 20:12:44.097967+00:00,7.346944228,11.45083828
2025-03-03 20:12:45.664695+00:00,7.346944228,11.47695042
2025-03-03 20:12:47.623510+00:00,7.346944228,11.50959733
2025-03-03 20:12:49.277012+00:00,7.346944228,11.5371557
2025-03-03 20:12:50.994742+00:00,7.346944228,11.56578453
2025-03-03 20:12:52.507391+00:00,7.346944228,11.59099535
2025-03-03 20:12:54.070450+00:00,7.346944228,11.61704633
2025-03-03 20:12:55.628827+00:00,7.346944228,11.64301928
2025-03-03 20:12:57.389114+00:00,7.346944228,11.6723574
2025-03-03 20:12:58.941404+00:00,7.346944228,11.6982289
2025-03-03 20:13:00.583394+00:00,8.264549075,11.7255954
2025-03-03 20:13:02.220948+00:00,8.264549075,11.75288797
2025-03-03 20:13:04.058769+00:00,8.264549075,11.78351832
2025-03-03 20:13:05.981631+00:00,8.264549075,11.81556602
2025-03-03 20:13:07.664331+00:00,8.264549075,11.84361102
2025-03-03 20:13:09.257864+00:00,8.264549075,11.8701699
2025-03-03 20:13:10.822046+00:00,8.171868889,11.8962396
2025-03-03 20:13:12.385700+00:00,8.171868889,11.9223005
